critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,encoder/encoder_loss,encoder/dot_mean,encoder/kl_target_mean,encoder/nll_raw_mean,step
452.5390625,-0.01119971927255392,0.09357224404811859,-0.108396515250206,-1.5354366302490234,-0.16842180490493774,9.694526672363281,-11.061541557312012,0.37805336713790894,19.46450424194336,0.9997000694274902,8.574249267578125,2.5060813426971436,-0.4201442003250122,8.958333015441895,0
23.598411560058594,59.99610137939453,60.00081253051758,59.9914665222168,-65.9156494140625,-60.018470764160156,-8.910387992858887,3.0132064819335938,0.08072495460510254,3.831573247909546,0.798520565032959,0.033412061631679535,0.5067588090896606,0.4144371747970581,-9.091728210449219,1000
9.165934562683105,87.50367736816406,87.50709533691406,87.50025939941406,-94.58908081054688,-87.5650634765625,-11.43403148651123,4.410013198852539,0.06537528336048126,1.1503307819366455,0.6929852366447449,0.020326878875494003,0.5074582099914551,0.511683464050293,-11.639007568359375,2000
11.234036445617676,109.57731628417969,109.57879638671875,109.57582092285156,-117.41104888916016,-109.57249450683594,-13.007681846618652,5.169126033782959,0.0618666410446167,0.15114174783229828,0.6409560441970825,0.017540672793984413,0.548322856426239,0.566903829574585,-13.239503860473633,3000
12.191932678222656,128.66452026367188,128.66464233398438,128.66441345214844,-136.08840942382812,-128.66729736328125,-12.611255645751953,5.190135478973389,0.06457100063562393,0.437385231256485,0.6289528012275696,0.033738136291503906,0.5911964178085327,0.5442825555801392,-12.702756881713867,4000
8.235410690307617,145.74224853515625,145.74302673339844,145.741455078125,-153.3344268798828,-145.81996154785156,-13.348318099975586,5.8338494300842285,0.05554117262363434,0.049041252583265305,0.640489935874939,0.023247668519616127,0.5789988040924072,0.5739182233810425,-13.564210891723633,5000
7.4801740646362305,161.591064453125,161.59239196777344,161.58975219726562,-169.67237854003906,-161.57127380371094,-13.712201118469238,5.6111016273498535,0.05741961672902107,-0.008862968534231186,0.6512119174003601,0.01953219808638096,0.5699557065963745,0.5893206596374512,-14.032232284545898,6000
11.24599838256836,176.36058044433594,176.36070251464844,176.36045837402344,-184.35635375976562,-176.3895263671875,-13.553143501281738,5.586322784423828,0.060149822384119034,0.06690958887338638,0.6631446480751038,0.021031908690929413,0.5626038312911987,0.5868576169013977,-13.95244026184082,7000
8.406371116638184,190.26889038085938,190.27444458007812,190.26332092285156,-197.9322509765625,-190.23153686523438,-13.916536331176758,6.215826034545898,0.05450310558080673,-0.4014771282672882,0.6611761450767517,0.018286876380443573,0.5624822378158569,0.5992945432662964,-14.31934928894043,8000
11.505630493164062,203.395263671875,203.39535522460938,203.39517211914062,-211.19227600097656,-203.37673950195312,-13.592395782470703,5.776850700378418,0.05994705483317375,-0.2708413302898407,0.667042076587677,0.028409456834197044,0.548618495464325,0.5828064680099487,-13.923087120056152,9000
