critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,encoder/encoder_loss,encoder/dot_mean,encoder/kl_target_mean,encoder/nll_raw_mean,step
452.5390625,-0.01119971927255392,0.09357224404811859,-0.108396515250206,-1.5354366302490234,-0.16842180490493774,9.694526672363281,-11.061541557312012,0.37805336713790894,19.372241973876953,0.9997000694274902,0.22751012444496155,0.056724078953266144,-0.4201442003250122,8.958333015441895,0
20.817481994628906,59.708343505859375,59.71569061279297,59.700801849365234,-65.7100830078125,-59.729835510253906,-8.741373062133789,2.7611241340637207,0.08240147680044174,3.974177598953247,0.7988473176956177,0.026356633752584457,0.47525376081466675,0.40378648042678833,-8.794189453125,1000
8.493790626525879,87.01077270507812,87.01290130615234,87.00862121582031,-94.15042114257812,-87.08952331542969,-11.388474464416504,4.327571868896484,0.06683147698640823,1.4491660594940186,0.6955799460411072,0.02542528323829174,0.587780237197876,0.512357234954834,-11.664823532104492,2000
11.538045883178711,108.32386016845703,108.3255386352539,108.3213119506836,-115.94607543945312,-108.33740234375,-13.03701400756836,5.428341388702393,0.05882434919476509,-0.18341797590255737,0.6470504403114319,0.015288252383470535,0.6084339022636414,0.5650776624679565,-13.18082046508789,3000
13.429869651794434,126.42478942871094,126.42935180664062,126.4197769165039,-133.72030639648438,-126.39717102050781,-12.738913536071777,5.415765762329102,0.06167960166931152,0.3110465109348297,0.638322651386261,0.02997497469186783,0.6091510653495789,0.5463550090789795,-12.76278018951416,4000
8.997993469238281,143.21896362304688,143.2195281982422,143.21847534179688,-151.16668701171875,-143.27749633789062,-13.715161323547363,5.825979232788086,0.059271182864904404,0.08651982247829437,0.6572198271751404,0.021424319595098495,0.6297134757041931,0.5821823477745056,-13.80671501159668,5000
8.74423599243164,158.45269775390625,158.45401000976562,158.45120239257812,-166.3518524169922,-158.42236328125,-14.000154495239258,6.070664882659912,0.058585233986377716,-0.36196890473365784,0.6746302247047424,0.011873021721839905,0.5802097320556641,0.5943422317504883,-14.179962158203125,6000
11.670108795166016,171.85997009277344,171.86000061035156,171.85968017578125,-179.70932006835938,-171.9040985107422,-13.469205856323242,5.663986682891846,0.05838743597269058,-0.10821498930454254,0.6908180117607117,0.015556391328573227,0.5603569746017456,0.5811728239059448,-13.823366165161133,7000
8.942167282104492,185.02647399902344,185.0321502685547,185.02081298828125,-192.89349365234375,-184.99948120117188,-14.0531005859375,6.1590895652771,0.05671266093850136,-0.2523026764392853,0.6894751191139221,0.011759164743125439,0.6226789951324463,0.5992434620857239,-14.314805030822754,8000
11.959268569946289,196.61740112304688,196.61888122558594,196.6159210205078,-204.0214080810547,-196.57666015625,-13.695084571838379,6.250331878662109,0.06081579625606537,0.02768719755113125,0.7009029984474182,0.01822678931057453,0.5677393674850464,0.5804387927055359,-13.838808059692383,9000
13.204975128173828,207.3029022216797,207.31277465820312,207.29302978515625,-215.13796997070312,-207.29794311523438,-13.780793190002441,5.940765380859375,0.05898725986480713,-0.17885002493858337,0.7064200639724731,0.014475874602794647,0.5997343063354492,0.5843970775604248,-13.966909408569336,10000
12.406415939331055,218.0229034423828,218.03451538085938,218.01129150390625,-225.7606658935547,-217.94573974609375,-13.679299354553223,5.864374160766602,0.0585324689745903,0.2988337576389313,0.7137525081634521,0.013214970007538795,0.5909621715545654,0.5783497095108032,-13.742916107177734,11000
10.490486145019531,227.46615600585938,227.4694366455078,227.46290588378906,-235.04071044921875,-227.46783447265625,-13.475722312927246,5.902840614318848,0.060857098549604416,-0.10263772308826447,0.714638888835907,0.012624524533748627,0.5812199115753174,0.580547571182251,-13.77638053894043,12000
221.82237243652344,235.97938537597656,235.98118591308594,235.9775848388672,-243.68104553222656,-235.8992462158203,-14.102113723754883,6.320318222045898,0.05806659534573555,-0.09507571160793304,0.7176123261451721,0.010531997308135033,0.6263372302055359,0.5973414182662964,-14.23453140258789,13000
11.719317436218262,244.30575561523438,244.30889892578125,244.30259704589844,-252.44798278808594,-244.25900268554688,-14.52428913116455,6.335305690765381,0.05491848662495613,-0.26277604699134827,0.7253901958465576,0.013136474415659904,0.5681474804878235,0.6135914325714111,-14.836929321289062,14000
250.03831481933594,252.0404510498047,252.0420379638672,252.0388641357422,-259.7860412597656,-251.99559020996094,-14.298758506774902,6.508293628692627,0.05777500569820404,-0.053792960941791534,0.7273427844047546,0.01009882241487503,0.5900216102600098,0.5990455150604248,-14.461260795593262,15000
14.818434715270996,259.5604248046875,259.5606689453125,259.5601501464844,-267.22027587890625,-259.5356140136719,-14.126035690307617,6.441385269165039,0.056218504905700684,0.041223205626010895,0.7282485365867615,0.012331187725067139,0.5818010568618774,0.5923237800598145,-14.165990829467773,16000
12.399974822998047,266.95166015625,266.9518127441406,266.9515075683594,-274.7464599609375,-266.994140625,-13.423873901367188,5.671565055847168,0.058698270469903946,0.3726957440376282,0.7184810042381287,0.015115713700652122,0.5995472073554993,0.5793059468269348,-13.783304214477539,17000
