critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,encoder/encoder_loss,encoder/dot_mean,encoder/log_dot_mean,encoder/kl_target_mean,encoder/nll_raw_mean,step
452.5390625,-0.01119971927255392,0.09357224404811859,-0.108396515250206,-1.5354366302490234,-0.16842180490493774,9.694526672363281,-11.061541557312012,0.37805336713790894,19.372241973876953,0.9997000694274902,0.1392580270767212,0.8544274568557739,-0.07596572488546371,-0.4479166269302368,8.958333015441895,0
21.3150634765625,59.57378005981445,59.58925247192383,59.557823181152344,-65.50407409667969,-59.600616455078125,-8.582559585571289,2.679100275039673,0.08351395279169083,4.003469944000244,0.7988766431808472,0.0007195709040388465,0.9995226860046387,-0.00023869417782407254,-0.0023220842704176903,-8.76663875579834,1000
8.884904861450195,86.94583892822266,86.94670867919922,86.94303131103516,-93.97887420654297,-87.00369262695312,-11.437310218811035,4.462125778198242,0.06604262441396713,1.3181129693984985,0.6955463290214539,2.6162288122577593e-05,0.9998375773429871,-8.120937854982913e-05,-0.0003215805336367339,-11.810858726501465,2000
11.174695014953613,108.31977844238281,108.36302185058594,108.27685546875,-115.7637939453125,-108.30479431152344,-12.845423698425293,5.386419296264648,0.05892489105463028,-0.18553957343101501,0.6466792225837708,5.142304804195419e-09,0.9998902082443237,-5.48847128811758e-05,0.0,-13.11788558959961,3000
9.745915412902832,127.39002227783203,127.39060974121094,127.38605499267578,-134.43316650390625,-127.35693359375,-12.423866271972656,5.347618579864502,0.06008358672261238,0.3919462561607361,0.6375436186790466,0.0032223572488874197,0.9998943209648132,-5.2838720876025036e-05,-0.0036848513409495354,-12.70645523071289,4000
10.36993408203125,142.13034057617188,145.0557403564453,134.65943908691406,-148.85482788085938,-141.34182739257812,-13.370302200317383,5.857306480407715,0.058966636657714844,0.14313580095767975,0.657312273979187,0.000501438626088202,0.9998951554298401,-5.2401621360331774e-05,-0.0023372680880129337,-13.684585571289062,5000
11.11242389678955,153.89031982421875,156.61219787597656,126.35520935058594,-160.88333129882812,-153.26454162597656,-13.502035140991211,5.883245944976807,0.06051888316869736,-0.23316986858844757,0.6744081974029541,3.726060349151794e-09,0.9999066591262817,-4.669278860092163e-05,0.0,-13.989242553710938,6000
17.741592407226562,164.35763549804688,167.00611877441406,108.66036224365234,-170.87173461914062,-163.338134765625,-13.095159530639648,5.561551094055176,0.058066707104444504,0.017334608361124992,0.689751386642456,0.00012833521759603173,0.9998965859413147,-5.17068401677534e-05,-0.0007090442813932896,-13.723546981811523,7000
16.12626075744629,173.12522888183594,176.008544921875,115.98104095458984,-179.57066345214844,-172.0124969482422,-13.834074020385742,6.275914669036865,0.055819738656282425,-0.41547635197639465,0.6923566460609436,3.3891007777953064e-09,0.9999121427536011,-4.393241397337988e-05,0.0,-14.485000610351562,8000
334.8544921875,181.33474731445312,184.1499481201172,118.84944915771484,-187.3489532470703,-180.27102661132812,-13.200661659240723,6.122745513916016,0.06089573726058006,0.10716349631547928,0.6976256370544434,0.0011196336708962917,0.9998944401741028,-5.278644312056713e-05,-0.0038279450964182615,-13.757366180419922,9000
20.14435386657715,189.927734375,193.35272216796875,149.18634033203125,-196.16612243652344,-188.65943908691406,-13.325011253356934,5.818327903747559,0.058857258409261703,-0.1623237282037735,0.7035082578659058,0.00016053496801760048,0.9998993277549744,-5.033723573433235e-05,-0.0008809517021290958,-14.031768798828125,10000
13.641559600830078,197.42587280273438,200.198974609375,181.8715362548828,-203.66714477539062,-196.34010314941406,-13.338294982910156,6.011256694793701,0.05831402912735939,0.19431878626346588,0.7111055254936218,0.00012900450383313,0.9998879432678223,-5.6031407439149916e-05,-0.0011958841932937503,-13.835989952087402,11000
25.637012481689453,204.76394653320312,207.68096923828125,109.38243103027344,-210.92257690429688,-203.75051879882812,-12.996160507202148,5.824095249176025,0.06125771254301071,-0.05414725840091705,0.7082499265670776,5.2818436415691394e-06,0.9999016523361206,-4.919938510283828e-05,-0.00014445064880419523,-13.763277053833008,12000
137.17617797851562,208.4069061279297,212.47402954101562,54.17937469482422,-214.28416442871094,-207.1119384765625,-13.46993350982666,6.297709941864014,0.05881540849804878,-0.13298866152763367,0.714131772518158,4.966541382600553e-05,0.9999046325683594,-4.769465158460662e-05,-0.0006165057420730591,-14.256126403808594,13000
15.339242935180664,215.6287841796875,218.91488647460938,194.8473663330078,-222.04522705078125,-214.52096557617188,-13.485347747802734,5.961092472076416,0.05810298025608063,0.09563378989696503,0.7227362394332886,0.00028565950924530625,0.9999017119407654,-4.914607052342035e-05,-0.0014873091131448746,-14.36636734008789,14000
146.0496063232422,221.70494079589844,223.97447204589844,84.99127960205078,-227.6081085205078,-220.4474639892578,-13.439535140991211,6.278889179229736,0.059683848172426224,0.06328070163726807,0.7234852313995361,0.00023088045418262482,0.9999036192893982,-4.8174260882660747e-05,-0.0009524395572952926,-14.36020565032959,15000
