critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,encoder/encoder_loss,encoder/dot_mean,encoder/log_dot_mean,encoder/kl_target_mean,encoder/nll_raw_mean,step
452.5390625,-0.01119971927255392,0.09357224404811859,-0.108396515250206,-1.5354366302490234,-0.16842180490493774,9.694526672363281,-11.061541557312012,0.37805336713790894,19.46450424194336,0.9997000694274902,0.1942923218011856,0.9854780435562134,-0.00730761606246233,-0.4479166269302368,8.958333015441895,0
24.02945899963379,59.874271392822266,59.877811431884766,59.870540618896484,-65.7195816040039,-59.90972137451172,-8.651589393615723,2.841726541519165,0.0818696990609169,3.9512999057769775,0.7985523343086243,0.0007053040317259729,0.996811032295227,-0.0015974990092217922,-0.0023273578844964504,-8.93632984161377,1000
9.532073974609375,87.51791381835938,87.53448486328125,87.50059509277344,-94.4496078491211,-87.56369018554688,-11.329872131347656,4.443953990936279,0.0645502358675003,1.0696049928665161,0.693097710609436,1.6811458408483304e-05,0.998988926410675,-0.000505714793689549,-0.00025472528068348765,-11.811588287353516,2000
10.538017272949219,109.3017578125,109.31037139892578,109.29315185546875,-116.73330688476562,-109.27407836914062,-12.527341842651367,5.068117618560791,0.06262537837028503,0.33110013604164124,0.6417728662490845,3.281383840203489e-07,0.9990025162696838,-0.0004988986765965819,0.0,-12.999998092651367,3000
12.155153274536133,128.22879028320312,128.23081970214844,128.226806640625,-135.23745727539062,-128.21954345703125,-12.265759468078613,5.2478485107421875,0.06395181268453598,0.40357616543769836,0.62828528881073,0.00334797496907413,0.9986093044281006,-0.000695667287800461,-0.004505400080233812,-12.809751510620117,4000
8.016924858093262,145.53048706054688,145.53097534179688,145.53001403808594,-152.65370178222656,-145.57708740234375,-12.932699203491211,5.856074810028076,0.05515182018280029,0.004501851741224527,0.639848530292511,0.0007881797500886023,0.9963147044181824,-0.0018453664379194379,-0.002299733692780137,-13.626579284667969,5000
7.9162116050720215,161.45437622070312,161.45553588867188,161.4532470703125,-168.79319763183594,-161.40725708007812,-13.22074031829834,5.834787368774414,0.05598573759198189,-0.15712620317935944,0.6518719792366028,4.4487574086815584e-06,0.9975578784942627,-0.0012221263023093343,-0.00010452303104102612,-14.17840576171875,6000
11.166513442993164,176.2384033203125,176.2388458251953,176.23756408691406,-183.58412170410156,-176.27743530273438,-12.766584396362305,5.459902763366699,0.060759685933589935,0.08920099586248398,0.6598324179649353,6.784081779187545e-05,0.9986051321029663,-0.0006977804005146027,-0.0005128807388246059,-13.972084999084473,7000
8.32115364074707,189.9495391845703,190.01919555664062,189.8798828125,-196.7970733642578,-189.8768310546875,-13.126864433288574,6.2066264152526855,0.054859910160303116,-0.4605996012687683,0.6621002554893494,4.317511184126488e-07,0.9988577961921692,-0.0005713142454624176,0.0,-14.403972625732422,8000
11.205036163330078,203.01559448242188,203.017333984375,203.0138397216797,-209.8890380859375,-202.9800567626953,-12.609848976135254,5.700859546661377,0.060255423188209534,-0.1806054562330246,0.6665489077568054,0.000641680380795151,0.9989192485809326,-0.0005405471893027425,-0.0025690612383186817,-13.81954288482666,9000
11.105396270751953,215.5767822265625,215.5811004638672,215.57244873046875,-222.49771118164062,-215.59017944335938,-12.67025089263916,5.76272439956665,0.05939524993300438,-0.11642378568649292,0.6631842851638794,0.0007447544485330582,0.9987059831619263,-0.000647291075438261,-0.002748290076851845,-14.09396743774414,10000
11.234123229980469,227.68841552734375,227.68861389160156,227.68821716308594,-234.16957092285156,-227.61451721191406,-12.38082504272461,5.825779438018799,0.05620090290904045,0.1524537056684494,0.668374240398407,0.0001602621196070686,0.9985901117324829,-0.00070526625495404,-0.0011701085604727268,-13.75230598449707,11000
9.299797058105469,239.0080108642578,239.00843811035156,239.00758361816406,-245.99642944335938,-239.01931762695312,-12.276041030883789,5.298935413360596,0.06022684648633003,-0.03198776766657829,0.6629558801651001,2.792441819110536e-06,0.9987128973007202,-0.000643860490527004,-0.00010042805661214516,-13.891481399536133,12000
245.29847717285156,249.08792114257812,249.09996032714844,249.07589721679688,-255.55072021484375,-249.01736450195312,-12.437896728515625,5.904548168182373,0.05816030129790306,0.020358068868517876,0.6678279042243958,4.6399185521295294e-05,0.9987640380859375,-0.0006182416109368205,-0.0004248569312039763,-14.148149490356445,13000
11.104317665100098,259.1575927734375,259.1630859375,259.152099609375,-265.7744445800781,-259.1356201171875,-12.709440231323242,6.0706281661987305,0.0550718791782856,-0.4291161298751831,0.6697294116020203,2.2678999812342227e-05,0.9988290071487427,-0.0005857087671756744,-0.00035100491368211806,-14.672197341918945,14000
280.6720886230469,268.5301513671875,268.5309143066406,268.52935791015625,-274.8493957519531,-268.5040588378906,-12.52112865447998,6.175775527954102,0.05701998248696327,-0.03828858211636543,0.6682820916175842,0.00020508645684458315,0.998988687992096,-0.0005058048409409821,-0.0008954188087955117,-14.423944473266602,15000
